0H 6H 24H 48H 120H
ENSMUSG00000031075 1.78467676725698 1.73899570965857 5.2053337908343 7.87021758784187 61.7268161574888
ENSMUSG00000026656 2.8545939461238 1.44047520488719 8.01438084646023 40.8943465034643 32.7612844630631
ENSMUSG00000061878 2.11642855529299 47.3574845430732 18.1391799931843 12.1355235342396 20.2349245508618
ENSMUSG00000021804 32.0985083137315 6.1103776339413 1.22788416495525 3.77910166128454 0.511764048155853
ENSMUSG00000029581 6.00281717375584 10.2505684848255 17.1841873964912 29.6296504424191 96.4260857642711
ENSMUSG00000004885 0.698560378103662 9.06606094731218 12.6357556105849 42.6567552032977 7.88159559307221
ENSMUSG00000032911 2.31309469204699 2.44064675480922 3.33902185141183 15.3796951472232 49.336067150348
ENSMUSG00000025804 0.735872521632721 0.665529220446883 14.9171137316751 40.4542095509891 11.6551033666698
ENSMUSG00000027750 4.74440726996369 4.39924598595625 8.19914299543124 46.093576133282 91.4680068541111
ENSMUSG00000041828 48.67462792155 36.1153380102322 5.42432469857504 5.66928099784422 2.16271421762482
ENSMUSG00000059498 2.18703953061677 2.34948763055313 11.8596573231141 40.8488538361599 34.2772329406792
ENSMUSG00000055148 1.72187598490897 68.5462059291522 5.43890495801136 3.90206289881524 6.12204213370641
ENSMUSG00000039899 1.21076761671771 59.1011763560391 23.678727033328 23.2941207467978 8.90298419738559
ENSMUSG00000036887 4.53592046619763 3.69742590222917 2.96329445730601 16.761422976935 55.2962919429593
ENSMUSG00000020758 2.33627224408311 2.65171552859439 9.18060220895972 8.63842602354696 45.9165642999993
ENSMUSG00000051439 1.48450637416177 17.316568828989 28.1089533476977 41.6451227742132 6.98287618257539
ENSMUSG00000028581 4.53215963193056 4.34804397629536 11.7178999568068 53.7841979271036 48.1988461201605
ENSMUSG00000050359 0.65383769432655 8.30816109668207 54.1440383585058 34.9681694401527 0.0786332331349215
ENSMUSG00000036545 5.39584542987318 4.73103612645761 6.30775782103863 11.8143580061223 111.155583609877
ENSMUSG00000032035 6.51633901615611 50.3044716693649 43.3739699649491 31.9130564163245 65.6096858810914
ENSMUSG00000054855 2.35225438568474 58.245300072392 52.6282014675744 23.2481406746251 2.63145045762914
ENSMUSG00000063796 33.7958422098258 24.9732981214805 3.86854913130191 5.96523508946571 2.88588944055765
ENSMUSG00000042793 0.499593707155397 0.773100717777437 9.29504250319475 18.4535168723475 32.8013145891685
ENSMUSG00000027398 1.20212694182902 4.96508289307613 23.1086393411009 42.0641306517282 13.2698117286575
ENSMUSG00000040747 1.08642269909505 1.15180045933243 10.4915912921855 35.3424086749653 10.2000775569271
ENSMUSG00000018920 2.61480820773695 10.495227636499 10.4028028041426 12.2395893489818 35.7224736152298
ENSMUSG00000020099 11.1768215624484 11.4433842508751 11.4439018647532 15.1728503606935 56.7659263260731
ENSMUSG00000079293 1.7996017881058 1.26658416936826 11.8937822273755 41.1112063874 17.6264284109205
ENSMUSG00000027859 2.58495355078095 87.1675885793954 28.1801198156944 24.7034293482053 8.30347884880829
ENSMUSG00000060924 2.23135421652595 5.48917846666736 10.6437688173282 20.8494219392253 42.6210045722664
ENSMUSG00000040488 5.54405476837319 10.2871293338725 9.77445211848905 6.40804059290759 68.9484409864925
ENSMUSG00000042377 2.59333632924187 71.0442376802057 16.9298573404507 7.2234972156033 2.59415578507591
ENSMUSG00000028268 2.18219618391173 25.9311035953966 25.6092477571837 10.7816262595779 16.767173932225
ENSMUSG00000024691 1.85944580000912 1.62516554926376 15.5435113708137 36.9578433741371 5.01835098017716
ENSMUSG00000053930 5.82526081004549 9.61424006245971 14.9104300181545 25.9483074820514 26.0795949789574
ENSMUSG00000050370 3.83507803214855 26.5492416062234 26.2403268421156 29.8042053812749 1.98411447655234
ENSMUSG00000036896 5.91464747266982 4.18810610956899 3.26244396999728 16.0242737112743 50.6557127853767
ENSMUSG00000036905 5.47430817354552 4.51823444337333 4.88404014258759 19.4170673917813 46.2735118866978
ENSMUSG00000027500 2.39875160131736 2.3009082523418 5.43884653684977 4.28589737465979 49.4250425413413
ENSMUSG00000025746 0.0825504166060347 27.6397623814773 2.70168693866408 2.73672788315394 7.03680616879472
ENSMUSG00000061808 30.9916989555601 13.4230176631703 2.22733663391097 5.60791280608494 0.230851588194771
ENSMUSG00000027469 8.57674567716929 5.94587395972257 16.5841030405982 57.0313675560009 9.13750251063474
ENSMUSG00000032338 2.28896733395692 56.5280886656687 1.18754600057338 1.59424545862857 0.841741530997639
ENSMUSG00000032744 1.33295984638826 1.26288029231623 0.795593724303907 2.51568702263407 41.4832236027511
ENSMUSG00000033730 2.19494292327091 77.0109124497034 9.63645998745113 5.60593569918571 11.4014423113611
ENSMUSG00000026395 1.8001519340543 2.98620776541851 9.35457384827153 19.4323684478833 38.4238763406264
ENSMUSG00000022218 1.48068812528667 34.5001027676878 33.534052219399 29.6858065956319 1.57609094076556
ENSMUSG00000068196 7.91942991830971 11.0584771466552 24.8310826022301 41.1772019257114 97.9181727409244
ENSMUSG00000030110 3.88218981413907 5.74146691866931 12.5381876249984 12.3259810548459 34.5403849100768
ENSMUSG00000025930 0 0 0.214827585871789 0.572797573417868 39.3867629491316
ENSMUSG00000066361 0.326363768879279 0.0431092193469971 8.73382726335947 38.9962769417003 0.0831057060722539
ENSMUSG00000003779 3.21057953864352 2.97556646191093 6.26545293899398 48.9528655829603 6.6536951919162
ENSMUSG00000073514 2.18847268634385 1.6524120926911 2.1846787484156 2.97777956655538 33.390438331165
ENSMUSG00000079138 0.884976513749799 44.7554316546156 0.539128754528062 0.156781866146582 0.260818018452174
ENSMUSG00000024803 1.39680229147216 16.6239722080177 31.2244177135633 14.4991990339729 26.5768262399908
ENSMUSG00000028068 4.15845518483004 3.02983468900779 9.31760464083237 37.7647090999293 7.82003420971603
ENSMUSG00000110622 0.53448569388353 53.1806366589596 0.690644893470557 0.179692945481765 0.770287916781253
ENSMUSG00000038943 5.97431009670436 2.60684248317638 11.7309549684055 68.2385747886735 8.27240355206993
ENSMUSG00000019942 3.22401714367431 1.88941283479926 6.26707950439491 38.4584217955404 3.72040320401623
ENSMUSG00000036777 5.47099580268379 5.38742290478824 17.1226072276054 88.654524751834 8.77225712102809
ENSMUSG00000070469 0.938831263865155 1.81260514084053 2.63111602832055 8.85271471409891 58.9716133490868
ENSMUSG00000058427 1.53507451821475 74.7302452372826 66.5188774274348 27.4468160607608 1.48824149730323
ENSMUSG00000049538 0.796262788725131 11.0144883155735 1.98244015236124 5.78122779132719 75.669627140944
ENSMUSG00000036422 1.2503354803292 3.3604013513543 0.756608478597015 0.988162060169499 48.3357853957946
ENSMUSG00000020000 0.333578209139436 0.101087527043178 0.586938075227308 6.52864490616456 36.4124245252292
ENSMUSG00000106121 1.80296143185407 65.7266585344043 5.37046931595855 0.65870072359998 3.45709000678373
ENSMUSG00000042282 15.0209553515327 36.9636255193447 8.02272463777962 5.53291791871509 0.344985728145298
ENSMUSG00000020649 3.85809892762161 2.16777281609227 19.3903267345739 65.8612356287171 4.11566772265877
ENSMUSG00000030790 1.55843925763677 41.477122203123 9.01417512840619 3.9518845937294 4.50264188258707
ENSMUSG00000029380 1.85140993387259 51.3976620667615 33.9004266772413 12.3079992172572 0.633544182640571
ENSMUSG00000074280 40.6320151054096 25.0240395979937 16.7403981570461 17.653769195304 0
ENSMUSG00000061527 1.7334283185634 36.8569260892845 13.5988421178425 1.6934983140889 6.11947970569258
ENSMUSG00000020912 1.29959471995866 64.7421127848993 10.4638363472914 3.4451008793606 0.899789914200772
