0H 6H 24H 48H 120H
ENSMUSG00000040613 1.058174782626 0.701218808446496 2.37817628154172 4.99941922979047 9.58629059820306
ENSMUSG00000029762 0.218011049179858 0.556687699577235 3.12366160816331 4.58055057557812 8.09916458847539
ENSMUSG00000052212 0.0519091676966321 0.0601951551218583 1.62418133017165 8.43315090772394 1.09657973216704
ENSMUSG00000026222 0.678640650948812 1.12329273786822 5.28577688660885 7.75049531668885 5.03259041933049
ENSMUSG00000058755 0.0153620023536766 1.09904565946873 3.48904161066825 5.33374144043096 1.82318044626985
ENSMUSG00000096965 0.116559116928888 0.475293519645693 3.28862878470702 3.50826487497748 2.80781230107367
ENSMUSG00000060131 0.0647178904871242 0 1.60302151749471 5.88882338346885 1.53464424912804
ENSMUSG00000036381 0.725008755532916 0.0423755683079522 1.46862685332412 4.84240707521345 2.255729344628
ENSMUSG00000078122 0.0671918466366794 0 1.80313686745553 5.454403562926 0.85376070116503
ENSMUSG00000027470 0.0780188960596532 0.321332632919838 7.37297933143912 1.46766912658025 0.160196520159742
ENSMUSG00000029377 0.147919542456504 2.7820749557128 7.17469742337918 5.34075001534613 3.59788416601104
ENSMUSG00000038151 1.11617536455146 4.86720640292445 2.0902897211411 3.33313380187222 5.67948442974627
ENSMUSG00000108478 0.255836413053204 1.61078055557506 6.24428034983136 0.585491136106623 6.59153747021198
ENSMUSG00000078945 0.123116259423797 0.178590644612263 1.70059722566019 5.86833616567796 6.2063732878548
ENSMUSG00000071862 0.889166962104228 6.03603018439461 1.15669463475066 2.46761592791452 1.56623040280269
ENSMUSG00000028003 6.3412282153347 0.903956184928711 0.0789982750894387 1.02783980277309 0.150326812849084
ENSMUSG00000013936 6.76068028998407 1.66863728523622 0.596956699822044 0.539308537251688 0.539577747508261
ENSMUSG00000035004 0.341314552546229 0.0936764192002789 3.15473898812601 8.07172910716754 5.86086113774404
ENSMUSG00000056880 0.200036629712569 0.572812513134392 3.32875091686225 2.45452046207452 5.79919252440184
ENSMUSG00000031871 0.446947537332873 2.63266103642981 4.17689814354728 9.80585460827556 4.8200687272323
ENSMUSG00000004371 0.377833350699703 1.07770111457102 5.23627713606818 9.99434783246004 1.65847559588313
ENSMUSG00000072844 0.332282593280623 6.96557584175973 6.22967042320971 4.96539945352955 1.42028157248093
ENSMUSG00000109145 0 0 2.33243729749925 5.54545429736079 4.67843400197263
ENSMUSG00000020437 0.310427712239045 1.75660470254596 1.15852780790185 5.02367294521497 7.18898713144018
ENSMUSG00000053797 0.00782423908618426 0.864571889603503 5.63503995456653 0.911882919387366 1.59062425874073
ENSMUSG00000035365 0.725197839221534 0.232588073556884 1.54792745597514 7.1976041121394 1.91428643445598
ENSMUSG00000045502 0.121553518948432 0.334949550568325 4.35461300456228 3.08698876943048 0.996597723393949
ENSMUSG00000066800 0.441871771863434 1.0825080486172 3.09002024909543 4.79668769059857 6.68063296775251
ENSMUSG00000026581 0.137763153987592 0.157419378147193 4.34038939212307 10.3102111171487 0.5416090187012
ENSMUSG00000034641 0.195514597696024 0.101757948268011 2.85762533530159 7.00288684017937 3.20015249666639
ENSMUSG00000023959 6.23717482446513 3.4910759877485 0.690568175461229 0.792183521338116 0.117084202827916
ENSMUSG00000024245 3.7047827855859 3.17620899715371 0.18843478251499 0.704896318649353 0.273196966682078
ENSMUSG00000075122 0.128165795587334 0.340270899711253 2.25286208699801 8.95782282400657 3.87809229739943
ENSMUSG00000048779 0.890612359741489 0.670428126959321 5.40073139080527 9.46949337088842 4.03288990282658
ENSMUSG00000002668 0.153590360288422 0.184650111026385 1.97507770951212 3.75303807271103 3.15411757748865
ENSMUSG00000054072 0.362451702055602 7.71357161459084 3.81269224137941 3.60260739228885 3.7370106937442
ENSMUSG00000030047 0.279503391948301 0.941847487839314 2.18753172303104 2.60240582265498 5.34994184287694
ENSMUSG00000086564 0 0.667251548560468 1.68410211426894 4.35361605116877 2.4236021805532
ENSMUSG00000032561 0.228312643822358 1.75449848794138 2.00435793751491 2.99713125367095 3.60159443806476
ENSMUSG00000018507 0.308472186443233 1.53603255295167 2.44629593155977 5.51063629398451 5.05624982434429
ENSMUSG00000070564 0.546246266869079 7.18325543273701 2.38794295653208 1.86151230322398 0.503893876217013
ENSMUSG00000063060 0.257188130139893 0.673302828434657 5.02941275521676 6.02232107105958 1.75612358417065
ENSMUSG00000020475 7.55535953944796 6.15015199364948 1.44264231900925 0.634628229222144 0.0404471944589175
ENSMUSG00000035594 3.41466827497307 1.3507702275626 0.418659903891282 1.23275038494061 0.121203635698875
ENSMUSG00000074179 0.023161974574165 2.05752620630876 3.39084606369971 1.24392209438109 0
ENSMUSG00000027399 0.0844043958665955 1.35975051944014 2.47597741678752 5.41785853299638 2.69678735355474
ENSMUSG00000018930 0.0385745847180975 0.67947436641402 3.69968651234859 2.62660195732061 0.29936436431527
ENSMUSG00000049404 0.348092616409727 0.235374996811608 1.63118419945338 2.06542216944001 4.25172569479215
ENSMUSG00000021569 1.03700691510127 0.602557374099236 4.02500657229433 9.81681969920927 1.41780242451941
ENSMUSG00000087157 2.58830703544126 2.03396649994362 0.246699819057024 0.315733734057586 0
ENSMUSG00000040026 0 0.245005917810662 2.53662160152142 4.22544364258282 0.387541754162146
ENSMUSG00000101389 0.234415117826671 0.0605009308736588 1.90404499068486 4.29716828412328 4.28807590547456
ENSMUSG00000039748 1.176191350848 0.497973921975863 5.39424998480604 9.11063613158798 0.893388671779078
ENSMUSG00000031891 3.32104012517023 1.3405111835489 0.257411382162299 0.248413669651676 1.2883970861591
ENSMUSG00000021965 0.624030273681523 1.27534656032051 1.3975905501698 6.58688006060204 0.990214826793895
ENSMUSG00000059668 5.78093509735566 3.029387977625 4.25668588110504 0.386546801395344 0.121027777709183
ENSMUSG00000062248 1.08347039192598 0.868790037520219 1.4760141209444 5.37462873070726 2.72926906487762
ENSMUSG00000021070 0.311676028175195 2.79249607566364 2.34769525358814 1.31382673799036 2.43995013003235
ENSMUSG00000018654 0.664351923021052 0.790902457505096 1.64889490516507 7.16723257444013 6.17022231595612
ENSMUSG00000050578 0.226292245157932 0.984550710201294 2.16719135294529 0.917857805542025 7.83290010836909
ENSMUSG00000047501 0.142638177418748 2.12317225884436 4.01790315095554 0.718142649187581 0.952800062408859
ENSMUSG00000055541 1.4348327753761 0.577410382217405 0.796477505498557 3.40679152706874 9.27720156069267
ENSMUSG00000039116 1.29804757285655 0.577173806580229 1.33414345209293 3.70246631407639 10.1149056988824
ENSMUSG00000020218 1.85725572252403 2.99847454272438 0.630736058660996 0.474348493601372 0
ENSMUSG00000020689 0.252941577642238 3.74394182014397 0.916942898564339 0.88094603946262 6.06461185950722
ENSMUSG00000046352 0.321386754481519 0.833257576749654 5.86544341980166 7.7807112435724 3.22556343557701
ENSMUSG00000044748 0.354823654413906 3.05205471142117 5.41387690443909 2.65967396762262 0
ENSMUSG00000031165 0.445041917618872 0.267809945955524 1.12720249475598 4.13427704318669 4.19953335901283
ENSMUSG00000052270 0.125478707243219 0.0678996923798099 1.88961791274892 6.72260455274538 0.254721013712218
ENSMUSG00000102517 2.37660230721491 2.77381852793545 0.294253685534281 0.0226778305398442 0.495532402323108
ENSMUSG00000074676 0.474840245092743 0.305886510797881 0.958657265849251 2.20420645448465 8.08437993859878
ENSMUSG00000061762 0.362023240626078 8.32802543103699 1.01787691854194 0.684932868924078 0.0421372806730155
ENSMUSG00000032523 2.42805383404555 2.38363846595412 0.762737209110946 0.36271210825577 0
ENSMUSG00000022901 0.289426736992426 1.75149483487068 1.34460250742225 2.29052049866216 4.75316571529827
ENSMUSG00000020709 0.710240845389533 1.19681661765244 1.69796870688589 2.70593892907119 6.09582491437726
ENSMUSG00000079553 1.82903359383027 1.43523710176556 2.9283695711521 9.78714395557337 2.33287950936661
ENSMUSG00000020892 0.450747308774396 10.6094940641066 3.34716945177325 1.37283516469298 0.307884040401564
ENSMUSG00000032783 1.07051611378228 0.349504091647596 1.15898007428039 8.04722304934286 0.622275876703483
ENSMUSG00000103560 0.19529010179322 6.35759734204886 1.58934432191457 1.28301019325506 0.623021919756772
ENSMUSG00000115252 0.47856953025386 4.63082399454391 1.48561391433295 0.0683179877494055 2.51697895680035
ENSMUSG00000031264 0.186555704041587 0.176847128290706 1.16954729973705 4.01805611401472 3.76600552530121
ENSMUSG00000025064 0.492932641256679 5.32312476389575 3.65606253241561 1.55325494742631 8.69198726272326
ENSMUSG00000031262 0.83619285526474 1.87768847386784 2.84122377057621 10.0460136525245 1.13028414157561
ENSMUSG00000105893 1.82575368182756 3.60491770129496 0.782768375027512 0 3.36152604159166
ENSMUSG00000103722 1.80655882858887 5.57146154844658 1.00191489092369 0 1.97486663809747
ENSMUSG00000027955 0.535441151978598 0.15628081026269 0.911985342337583 2.03225592524621 8.55301774525511
ENSMUSG00000106229 2.36772372894869 4.39683309325692 0.80503970931477 0.0678479409386702 1.44174733484069
ENSMUSG00000078920 0.35278118392553 5.49716899765902 2.59943813509664 5.18818665275663 1.01399439114346
ENSMUSG00000053980 3.04874083346723 7.23512423156229 1.26191614731475 0.0451237100410843 1.60814425275612
ENSMUSG00000068099 3.23250677464535 0.967913700227311 0.997486989526243 0.995573599388651 0.117985013657775
ENSMUSG00000079017 0.43592957199438 1.02661453693977 3.20165417895392 9.45378088870908 1.20302617281905
ENSMUSG00000025189 8.91411094172986 5.9086441187424 1.95164455532998 1.38373213452817 0.685687517798964
ENSMUSG00000040710 0.487624253807056 0.216010129390515 1.3017832976101 3.33476629801917 4.58966336960161
ENSMUSG00000028587 0.436160671298039 0.319909883239422 2.91288217454036 3.47411317354829 0.263141562128806
ENSMUSG00000038415 0.360480924327454 7.35566575005717 0.739129767830803 0.477792702422554 0.45999112065199
ENSMUSG00000030218 0.155390788314749 0.0672204214773753 1.3092367934763 6.31113154093206 5.55114605734005
ENSMUSG00000020185 1.17811642604168 0.702723108691508 4.04011877022693 7.75229408611241 2.337135466504
ENSMUSG00000022322 0.886620560750538 0.645479865009 1.80582328785566 10.7010676595067 1.06706503814006
ENSMUSG00000040345 0.142562060321737 0.334233583195257 1.38110030656506 3.05073760658731 5.68100671000917
ENSMUSG00000024818 0.386718069095641 0.330674376663942 1.03143090144852 2.7366497302603 5.01342542523473
ENSMUSG00000116903 2.54764990818665 1.22195961496005 0.474440288861141 0.704506494235875 0.0404748117605174
ENSMUSG00000038379 1.01871983822957 0.939332970662562 2.35165128959869 9.9421978000787 1.44543817993441
ENSMUSG00000041782 0.869093453750784 5.11665840414929 4.76754705121145 2.43201155012886 1.64065946509004
ENSMUSG00000024565 2.13735437282247 2.93509287696449 0.962758101221248 0.389932501936915 0.0404955131038434
ENSMUSG00000044201 0.564448691596148 0.507527931652386 0.842823294105925 6.7921673522872 1.06630685799882
ENSMUSG00000099373 2.55424041929176 5.90933810802345 1.20031241629951 0.950801324719048 0.121075380223907
ENSMUSG00000023992 0.452648910746689 0.269823151367133 0.593226007477543 3.25280131236623 7.29163971073061
ENSMUSG00000114279 2.11717766604391 0.68336648436443 6.65337602888214 0.0911297782710753 2.14234066245959
ENSMUSG00000039236 0.209093734414298 0.844296904513376 4.74572119410782 1.93495258367996 1.25475344308704
ENSMUSG00000103195 1.08027382719336 0.878370244067224 1.23532093201434 0 5.06614827615376
ENSMUSG00000058019 4.42010960228594 2.67767543191032 0.796735681849364 0.450633029165002 0.15774341413144
ENSMUSG00000045871 1.66000235260604 1.16239447737483 1.13969874195796 2.05531000835493 3.79367780820702
ENSMUSG00000105720 3.12764792979185 3.91622401985334 0.635881220131013 0.0226936530470125 1.44233896295994
ENSMUSG00000062859 9.14467883352481 6.09239846504483 1.90274621342167 1.98562692317216 0.646508714930918
ENSMUSG00000116665 2.78336968122174 2.45126421596345 1.42196443695239 0.290990518987904 0
ENSMUSG00000049625 0.58894038775317 0.22821258507822 1.04143949211291 6.36021232012355 7.31892387019998
ENSMUSG00000028185 6.75998999293747 2.3972857355271 0.866783197627375 0.20197894465895 0.038374156240743
ENSMUSG00000097039 0.482977736254109 1.65155369226265 2.30199761293449 1.01281990994743 1.71915186083858
ENSMUSG00000034773 0.332066176576572 0.022901045612714 1.72887474931446 5.12527237459684 0.604927114543229
ENSMUSG00000108216 1.84820018911352 2.04930419875141 1.1664071949309 0 2.35588295601641
ENSMUSG00000070803 1.67219038692292 7.55887710520043 0.856855546379114 1.25909840344594 0
ENSMUSG00000018381 0.405176906937068 0.818509523463136 0.886422360344394 2.73913716123684 8.78149753381255
ENSMUSG00000047216 2.6937356511233 0.627628512510205 0.625018297317363 1.57255692246776 0.0398855515360218
ENSMUSG00000087263 0.106107713518969 5.44031487059783 2.24266479724357 0.558545516696556 0.118796485008419
ENSMUSG00000021485 0.954488582707204 0.40118849255515 1.19688633702664 6.60848690181084 1.35055766414769
ENSMUSG00000025978 0.766035482844751 0.774156616657394 0.480748019698205 2.17474622315736 7.20198925921629
ENSMUSG00000053310 1.59136668138579 9.84144690611722 1.1019675069557 0.838342132462641 0
ENSMUSG00000040061 0.298523612037595 0.288544837044022 1.08353095671841 3.38523187055703 9.38456436106048
ENSMUSG00000108077 2.06971769469606 5.74035894062028 0.458765313523139 0.0226948220549153 1.53812635734349
ENSMUSG00000113003 2.52166658978028 1.70453833300975 0.822035564403213 0.0226748190565118 2.16348848132616
ENSMUSG00000111709 0.0830999583220295 0.840327696914717 3.86469237497371 1.20630806817749 0
ENSMUSG00000069892 0.419771670932776 1.3858290464499 1.11192571722763 0.806752254610546 5.28275310756259
ENSMUSG00000102581 2.88381323371459 4.60495066254264 0.584138167625674 0.0227210577363696 0.493098379832687
ENSMUSG00000049112 0.5034889642277 1.77424163221661 1.16632377501194 5.19666477888674 3.39912686827731
ENSMUSG00000052974 0.167528956549072 0.117357622677072 4.95207364039884 0.0447944220782912 0
ENSMUSG00000113680 2.4928076717332 3.01762442739291 0.978100017582529 0.0687047157190433 0.079320016843016
ENSMUSG00000089952 0.559397733921257 2.97894986963796 2.07645081875698 0.135637902719341 1.70937368431333
ENSMUSG00000010492 3.01445699407247 7.51302573357033 3.75775533955091 4.69222289296675 0.0404930211620663
ENSMUSG00000086385 3.78084556635279 2.16786254393744 1.3273274183272 0.0226724499125932 2.92394133506838
ENSMUSG00000108693 1.4589334489634 6.24476005504659 0.841136030393185 0 0.621842520917145
ENSMUSG00000016087 0.657445738125381 0.940605583280337 1.30064794793318 4.49473856886156 5.05936340707842
ENSMUSG00000110160 2.93133092232166 2.82127689934355 1.01765645228474 0.0450254912841723 1.16842255845255
ENSMUSG00000107947 2.17706417182207 8.03134671737033 0.757033624017303 0.0225566754028219 1.79911756320042
ENSMUSG00000070870 7.49498857365376 6.55993219811085 1.53007480430603 0.181216480537459 0
ENSMUSG00000107461 1.25482507562186 4.19335112707516 0.627173570302178 0 1.53766297288714
ENSMUSG00000038840 6.12294848028299 4.3525484544182 0.88857176138688 0.202895273374902 0
ENSMUSG00000105289 1.95103874554227 3.13435394290425 0.291897911707683 0 0.842771578829427
ENSMUSG00000074899 1.16998388194233 6.89722120470469 1.22862898728356 0.990709115959754 1.53405531663628
ENSMUSG00000024677 1.09228424932769 0.389887038163898 0.84879873247606 4.73778339620227 2.80240425937034
ENSMUSG00000021423 0.507532774475437 0.474768296689558 0.654381419976805 2.64150333689646 5.47309121871272
ENSMUSG00000110959 2.43016076846159 7.64556544997599 1.45452506532483 0.0226820224193506 3.5038801438019
ENSMUSG00000058443 3.15136190904161 0.112652414249318 3.93142989243569 9.37968447234148 0.0412086963486203
ENSMUSG00000104469 1.34158751524425 2.376637252951 1.53937096675866 0 2.59695429372859
ENSMUSG00000036446 0.213074395924508 0.140012119245538 0.862840734381527 3.14654107922118 6.71326131677677
ENSMUSG00000069272 1.13791271477888 0.60405283508311 2.87067872169677 0.068255662340419 0.96025377337008
ENSMUSG00000073940 0.327046376979327 3.42675133686179 3.74384877225061 3.12410124262029 0.0804811327872015
ENSMUSG00000113294 3.09817441494596 4.14219880286634 2.67544309101606 0 4.02651334779761
ENSMUSG00000028023 0.694889243433091 0.169561217955004 0.399130804893928 2.21080675037852 8.48653245402579
ENSMUSG00000097050 1.75080130114383 2.59244037446883 1.74091975748346 2.36828424304596 0.0404949070948565
ENSMUSG00000025380 4.4126586665835 7.82504187808196 3.08467999071868 2.86167821084963 0.0820062040268726
ENSMUSG00000000861 0.789849821727321 1.31945205180317 0.702513555877093 0.494741423447756 7.66655186843083
ENSMUSG00000058952 2.37732773936216 1.32942290289686 0.932216683385548 2.87029439639096 0.155561976849981
ENSMUSG00000104936 2.69292647022518 4.04895626773217 0.682105675843733 0.0225743623618577 2.12726703667602
ENSMUSG00000112649 4.65041900305655 3.94087716405529 3.51717696220912 2.42162174383735 0.0395753401394964
ENSMUSG00000068615 3.06710080754708 3.45754094390031 1.53500230064793 2.26092586689255 0.0395173081912133
ENSMUSG00000049872 0.663877474576719 1.18343470659317 1.88949058813654 2.65481536246653 0.785324278342368
ENSMUSG00000106917 0.905586487757372 0.124513817784637 1.65715470958555 3.84429005863664 0.281161532878477
ENSMUSG00000104214 1.40456162175489 1.71852734892729 1.32685739042875 0 1.69430346432999
