gene_id	FN_0H_DBI_1	FN_0H_DBI_2	FN_0H_DBI_3	FN_48H_DBI_4	FN_48H_DBI_5	FN_48H_DBI_6	WT_0H_DBI_7	WT_0H_DBI_8	WT_0H_DBI_9	WT_24H_DBI_10	WT_24H_DBI_11	WT_24H_DBI_12	WT_48H_DBI_13	WT_48H_DBI_14	WT_48H_DBI_15	B8_0H_DNA1_16	B8_0H_DNA1_17	B8_0H_DNA1_18	B8_24H_DNA1_19	B8_24H_DNA1_20	B8_24H_DNA1_21	WT_0H_DNA2_22	WT_0H_DNA2_23	WT_0H_DNA2_24	WT_120H_DNA2_25	WT_120H_DNA2_26	WT_120H_DNA2_27	WT_0H_DNA1_28	WT_0H_DNA1_29	WT_0H_DNA1_30	WT_6H_DNA1_31	WT_6H_DNA1_32	WT_6H_DNA1_33	WT_24H_DNA1_34	WT_24H_DNA1_35	WT_24H_DNA1_36
ENSMUSG00000031659	1.28140971971737	1.15974912540553	1.59379713363588	4.30904068746693	5.90046895683215	5.65251676493694	1.0495238546007	1.22603588228576	1.79947755105101	2.91266778528009	3.03643602765932	4.09876052046738	4.90792029393323	3.847117453443	5.85144614926842	1.52822084700979	0.936750875078595	1.21735316789752	3.86561907829058	3.72347235049828	4.25273766282295	1.15020612428659	1.27128341421124	0.913428989789141	7.51803817582623	7.81533445487381	7.26252892851584	0.47783640478663	0.878453036997683	1.51429664835998	1.03893379975781	1.01839772872004	0.473015222660736	4.38442565511359	3.24222447934313	3.01988340030592
ENSMUSG00000002885	0.358946374707713	0.191815867907071	0.747884366493669	4.50459522600607	5.7592299589471	6.38064653155232	1.28811260974217	2.16128252833405	0.507329756442127	4.64737594234074	5.15314253860791	5.27735820059432	6.43688381666245	5.15956069546285	5.99212398415138	0.990978326279062	1.22220824044773	0.421430535237758	5.06466908050204	4.5847270106989	4.6854754036117	0.234912105132763	0.152070672027591	-0.479321285125843	5.81440446138499	6.42933903292541	5.44570910669264	-1.15577851229671	0.221192613984833	-0.724050344391152	0.981624716650201	1.75561679008921	2.69531085854352	5.36314050986973	4.74085799190682	4.96757949820523
ENSMUSG00000032719	6.70003836014387	6.56042368398462	5.96709557185665	3.19301874116637	3.10514077884718	2.00374753163907	6.51305304437983	5.45779403653288	6.53358191348451	3.73144875170959	2.12365840267148	3.42361505156664	3.10183142216288	3.22703094109574	3.22238387615567	5.27630963840228	5.51848125174788	5.4757861395234	1.32882787035365	2.06929049459808	1.82084193496354	5.13183709235375	5.1983185478722	5.47031775834202	3.46006652499726	3.2064165158161	3.57280403133146	5.05628528771777	5.40988991271819	5.24937469359167	4.37152469648356	5.49495239664314	5.07431803809763	1.74275948845698	2.06757610800128	3.07245430881976
ENSMUSG00000028862	0.759230079333507	0.0816144911771997	-0.410697132922045	2.63041405999782	3.16773564332717	3.63617942109736	0.0392548178715062	1.3519801906847	0.417491644867411	4.05838654574269	4.65824093671478	4.14300668242669	3.53706650239066	3.61543003629045	3.97131479398853	2.36628268922808	1.92558796949999	1.94818429545298	3.70440979571131	3.84565273204963	3.5962258153289	1.31040484962456	0.985181520813832	1.00009889795829	4.32829918585122	4.73263690451201	3.98730408221183	2.38416229772749	2.19347991682348	2.72814826304232	4.58378108889156	4.87895723509352	4.70570762918721	4.60891930417711	4.81348018610039	5.29704041990936
ENSMUSG00000033788	0.448381451352382	0.719134067480391	0.219450782770452	4.40498132420834	5.28454325542844	5.60690620365244	0.322995455214228	1.4302220006243	1.01586259434855	3.72149702669551	4.52279559658018	5.11547852889104	4.71760973565834	3.73218598117633	5.59236072325206	0.275405629484904	1.64077307041409	1.46644127747501	5.13866510184827	5.05290607866777	4.92495392253913	0.52355220526553	0.286541790616567	-1.0466986304311	6.27185513689474	6.69695073284503	6.20463620565714	0.1084156283909	1.37895728185176	2.39639395986818	3.21047663469144	2.60378265004304	2.64516568421226	5.92143575923271	6.00587355062406	4.91816531007234
ENSMUSG00000056313	2.33782299700924	2.895712782411	2.72763607712912	4.90174874883096	4.46675350060957	5.20198402989503	1.97490801778141	2.52442911527964	2.27916157477018	5.91422075710729	6.99805558905474	5.5828820524997	4.822922025112	5.35187606643134	4.97855466442013	0.946916371679494	0.475794049569934	0.997509095778177	4.86551438008895	4.713558950466	4.08000987159207	0.870639445470927	0.409540790392901	1.66281573165574	2.64146168874553	3.50101371957565	3.14904133420728	2.85058667170497	2.68095549875813	2.7507679516253	6.09406227586126	6.40352651317491	6.12730567293991	4.61914956541691	5.76635166254627	5.68528659182474
ENSMUSG00000053175	0.448381451352382	-0.310781384899201	0.0858089361310259	5.02765342561242	5.22102377328358	5.253637288068	-0.454440193557458	-0.661725822915706	-0.444363039297503	5.63558024589412	5.61053265891282	5.40483480495675	5.2760167862326	5.20336931544447	5.28176122503597	0.474760729875061	0.362865569311113	-1.29305147627592	5.02424661797654	4.65860487404606	4.88139722672819	-0.609278297199614	-2.04237389011337	0.378973167622947	4.9171730667821	4.61445448430655	4.72574310430799	2.36959826877288	0.221192613984833	1.48761074802706	3.33009499831049	3.66355543447032	4.58676711951262	5.03093940788478	5.51374779725047	5.19798794505329
ENSMUSG00000046186	3.20764199275673	2.22346977986013	1.26326385721444	5.46118242818045	5.62735783066813	5.69880138061252	1.49278671924039	1.13551791994263	2.20054115802183	4.9239517150701	5.14701356589502	5.77989137565087	5.30639291626593	5.6398562532694	5.98548965901952	4.34634435647919	3.92712339394793	4.19960560661169	4.73324176673741	4.84125483493961	4.8321332154357	1.15020612428659	1.66612542951457	0.378973167622947	5.67418835107467	5.83848692201134	5.34180198590688	1.05263032140113	1.2213950634396	2.4800004744115	4.43694515617123	5.07210448984204	4.16850811220996	5.25740606918615	5.19419815756148	5.47844079207689
ENSMUSG00000071713	-0.067318340321843	0.643574358359821	-1.17385005047409	3.73443635367834	4.16308022165339	5.05121414662055	-0.609671532620645	-0.125572365353743	1.01586259434855	3.66030049644709	3.81636570880503	4.05972429336414	6.36774982272549	4.13982337853071	4.10586159193182	-0.572878321662563	-1.54109051740313	-1.50098379475678	3.80327994904826	3.72347235049828	3.98521617594633	-1.34055290029943	-2.04237389011337	-2.89739239114692	5.94568176186907	5.65608007124909	5.26521510346209	-1.15577851229671	-1.89563499296635	-1.15735109222897	-0.368888456254254	0.979386234707223	0.310924373721212	4.06331569301613	4.50075589085231	3.91978085588811
ENSMUSG00000040990	3.12866881954611	3.62223340454477	3.29527200499181	4.51418852757044	5.13591280895149	5.52051876379887	3.58151414076899	3.39494545945441	2.77139309090308	4.33783865712061	4.33067750750155	4.63418342567276	5.09355142124218	4.67129396896482	5.29523593282067	3.87399406211154	3.82955954171587	3.30510810702967	5.48347517877742	5.06905113055493	4.96126935435591	3.28960700673861	3.47219583036122	3.48711742170784	6.45686857735617	6.94725985753704	6.43379894971019	3.60191329545496	3.77851121269547	3.52948038048177	3.90862528380871	4.07322471628779	4.01901415761863	5.18004850950941	5.09350914110511	4.6592783363935
ENSMUSG00000054720	1.50632874418947	2.08751666091593	0.656561132289343	4.20626250165579	5.79139128907698	6.08201934369382	2.10543295459097	2.18404314805252	0.953301032024728	4.66305927396346	5.14701356589502	5.13125409886184	5.89473017736147	4.6634733767594	5.81449166443673	-0.231705428217106	-0.20563899726434	1.03655568496273	4.51444654987933	4.71612431613255	4.62639273141825	-0.347670153754631	0.152070672027591	1.15922711801776	5.45172671308374	5.7983934180915	5.05886653659173	1.61850784860157	0.565232906319322	1.05053164697823	3.08003629605189	3.37880385459933	4.24344926121927	4.96027147167655	5.09527561622705	4.6274214949738
ENSMUSG00000050910	1.9960766229872	2.68574488368395	2.12350945588232	3.27430415543355	3.35153462942641	3.29641168118961	2.90775734516184	2.54215571891749	1.90241400646078	2.68580734817577	2.88263319111115	3.11637253757061	3.65191731430407	3.47950551187552	3.56261673296002	2.28012086288802	2.26111595204541	2.68555695511394	3.41387191332961	3.55027585115445	3.23676050278557	2.10591202771191	2.09055208845414	2.29737981532947	3.836017183271	4.08471589809882	3.89994202778822	2.4128565685012	2.7972142657908	2.1801181913839	5.9008563167274	5.1444257105784	6.02153977206714	3.25621809978558	2.96149024838481	3.78451144103802
ENSMUSG00000008398	4.19065857126419	4.42987871957937	4.19900978197515	5.08671155365638	5.75719587018938	5.99701503837507	3.78220822435161	3.09212520540848	3.81985395877043	5.23851027388747	5.43803844088743	5.65012550345161	6.19315916935635	5.32981040634682	5.60972088280839	3.02597346219557	3.34851134171717	2.97405754641847	4.69451249484033	4.83654686595994	4.06154287394154	2.10591202771191	2.90988968962675	2.03537776673046	5.96987694800029	6.35757368010975	5.64693106947745	2.79717101130815	2.55450042094455	2.46639820598142	2.32638519395584	2.80683746863623	2.86556476634466	5.04618415217777	5.0667491324552	4.48601081778645
ENSMUSG00000051375	2.63312124659468	3.02043222889161	2.65870765546739	4.39463093783617	4.79091167155939	5.29531244510093	3.10789176211015	3.9867630461932	3.15172788784092	5.11851029500584	5.9019495227823	4.93311195591696	4.48067376389272	5.13148901003986	4.52267456156099	2.50948528254024	2.5717702223199	2.53006975344929	5.57026565812969	5.52617800413276	5.45570767623336	2.38321804533867	2.63529202950018	3.16949991582226	6.19182797283859	6.77202073225385	5.86733267401163	3.13520413824621	3.70103056226449	2.4800004744115	4.88663779147436	4.59912383303694	4.7097793633797	5.40068967472754	5.12843411516773	5.05290780531813
ENSMUSG00000068874	4.30880690133904	3.75382207453978	4.48438696580239	1.72882216789179	1.18328775181451	1.97667954903512	3.30550718431516	3.47095089642415	3.49697001269302	1.03679468229608	1.16741911152103	1.18184818845298	1.30464275880857	2.02150016914854	1.71086798509936	4.63720336456078	4.8648158703444	4.88499662509723	1.6854960722966	1.7061432535721	2.14936152531003	4.4355133818438	4.29017712580983	4.53760742914538	1.41453074165403	1.08458819526252	1.15766523471533	3.59566946435296	3.39762992431921	3.58717956114165	3.19795068721641	3.75878458567334	2.95060399615307	0.725658543901581	-0.969472447456235	1.53280898419457
ENSMUSG00000018819	1.01483061919826	1.31393210662076	1.32388269363039	3.13201932444796	3.59873744218749	4.15386163082499	0.0392548178715062	0.50034106008317	1.01586259434855	3.013986797849	1.81897684900159	3.4540398113512	5.22126921603251	4.30476155224674	3.74650098620097	0.275405629484904	-0.0411791394611098	0.361184742632215	2.56132866190008	1.93479234926115	2.93788844436439	-0.929069638805625	0.00376521658376097	-0.479321285125843	5.81058175089074	6.08504704045536	5.50241836305342	1.08864588197185	1.27585034504438	0.106451216329964	1.43021752145339	0.720170923677136	1.75673560017981	2.67482884837578	3.48792631256725	3.34595446290265
ENSMUSG00000030782	3.99675059425178	3.55164616086374	3.41156067844823	4.95202540462522	5.41154247871274	5.53682582732188	3.99250235193602	3.73261665715575	3.6625460139225	5.6195936536052	5.9712309983777	6.02589162558397	5.52234652523522	5.41145585128965	6.02322698552015	2.28012086288802	2.39637800363822	2.66077847828803	4.70915808012033	4.44015214500187	4.22645353416167	2.86833777022852	1.89389056489379	2.39657120557471	5.53285162359942	5.99094238849977	5.33349036311657	2.70736609325685	2.3790480245173	2.87950875307799	3.33009499831049	3.83724672412029	4.13256165567738	4.72240271133841	5.89260225866071	4.87195038576305
ENSMUSG00000017724	3.30663417492385	2.70445767601298	3.01181780257172	4.38942776435208	5.26749525631821	4.98823338261153	2.39809997373982	2.45126085066728	1.79947755105101	3.49488749463546	3.57293929231182	3.88464663328081	4.1193126127696	4.08818006913666	4.6329119487897	1.98565326280665	1.77923709856682	1.43755770145766	3.62939524901775	3.30651964307947	3.48975257646802	1.64696876903791	1.61591596380079	0.616975243665832	5.32347169959895	5.41929921134285	4.85330907591906	1.05263032140113	1.82480527854798	1.68843537434394	1.83798363948891	0.855592558198935	1.27533074451927	3.85403300626265	3.80531979493718	3.50103273830282
ENSMUSG00000054203	-2.20933681577115	-2.89739239114692	-2.89739239114692	1.88486551339243	2.71025723135882	2.6602005936764	-2.89739239114692	-2.89739239114692	-1.35234611957576	4.43238457048506	4.22408650877031	3.15392507782235	3.4029348882472	3.22703094109574	2.57891205774758	-1.97833282850701	-1.33650597873644	-2.89739239114692	3.06494265998119	3.41154932166565	2.71970130974581	-2.89739239114692	-2.89739239114692	-2.89739239114692	2.64146168874553	3.59138620471809	2.45748059837056	-1.77833824161581	-2.89739239114692	-2.89739239114692	0.921944597969671	1.60997109551733	0.310924373721212	3.67437960703121	5.10582928520505	3.75264795041607
